"county_code","date_id","Trump","Clinton","Johnson","Stein"
29119,1001,3.31,3.23,0,0
29121,1001,3.84,3.74,0,0
29123,1001,3.37,2.25,0,0
29125,1001,2.19,2.41,0,0
29127,1001,3.12,3.37,0,0
29129,1001,9.73,2.72,0,0
29131,1001,3.19,2.55,0,0
29133,1001,2.94,2.42,0,0
29135,1001,4.01,4.42,0,0
29137,1001,4.92,3.28,0,0
29139,1001,3.11,3.11,0,0
29141,1001,3.45,2.84,0,0
29143,1001,1.84,2.49,0,0
29145,1001,3.86,3.93,0,0
29147,1001,3.18,4.08,0,0
29149,1001,2.43,1.94,0,0
29151,1001,1.86,3.46,0,0
29153,1001,2.01,2.68,0,0
29155,1001,3.71,3.22,0,0
29157,1001,4.69,3.41,0,0
29159,1001,3.82,3.63,0,0
29161,1001,3.83,3.69,0,0
29163,1001,3.74,3.63,0,0
29165,1001,4.59,4.07,0,0
29167,1001,3.83,3.80,0,0
29169,1001,4.64,3.60,0,0
29171,1001,4.55,2.41,0,0
29173,1001,3.45,3.20,0,0
29175,1001,3.08,3.27,0,0
29177,1001,4.83,3.82,0,0
29179,1001,6.95,5.02,0,0
29181,1001,3.04,3.23,0,0
29183,1001,4.34,4.28,0,0
29185,1001,5.16,4.18,0,0
29186,1001,3.18,4.43,0,0
29187,1001,4.58,3.72,0,0
29189,1001,4.29,4.04,0,0
29195,1001,3.58,2.54,0,0
29197,1001,2.07,2.07,0,0
29199,1001,0.00,0.92,0,0
29201,1001,3.38,3.01,0,0
29203,1001,1.77,2.65,0,0
29205,1001,4.29,2.86,0,0
29207,1001,4.47,3.96,0,0
29209,1001,2.68,3.51,0,0
29211,1001,2.99,3.58,0,0
29213,1001,3.55,3.73,0,0
29215,1001,4.00,3.71,0,0
29217,1001,3.37,2.75,0,0
29219,1001,2.98,2.62,0,0
29221,1001,2.77,2.33,0,0
29223,1001,3.15,3.15,0,0
29225,1001,3.64,3.48,0,0
29227,1001,0.00,2.44,0,0
29229,1001,3.06,2.24,0,0
30001,1001,3.33,5.54,0,0
30003,1001,3.22,2.01,0,0
30005,1001,1.30,3.38,0,0
30007,1001,2.21,4.06,0,0
30009,1001,3.53,4.71,0,0
30011,1001,1.72,0.00,0,0
30013,1001,3.81,3.97,0,0
30015,1001,2.74,4.79,0,0
30017,1001,2.46,2.95,0,0
30019,1001,0.88,5.31,0,0
30021,1001,4.18,4.03,0,0
30023,1001,4.16,3.67,0,0
30025,1001,2.64,2.26,0,0
30027,1001,3.28,6.55,0,0
30029,1001,3.51,4.01,0,0
30031,1001,3.81,3.92,0,0
30033,1001,3.03,1.52,0,0
30035,1001,3.28,4.73,0,0
30037,1001,2.33,0.00,0,0
30039,1001,2.81,3.93,0,0
30041,1001,3.20,3.61,0,0
30043,1001,3.97,3.83,0,0
30045,1001,3.17,3.17,0,0
30047,1001,3.54,3.45,0,0
30049,1001,3.13,3.75,0,0
30051,1001,2.68,2.01,0,0
30053,1001,4.47,3.83,0,0
30055,1001,2.17,0.72,0,0
30057,1001,2.54,4.27,0,0
30059,1001,2.68,2.68,0,0
30061,1001,2.57,2.94,0,0
30063,1001,4.64,4.45,0,0
30065,1001,9.42,4.71,0,0
30067,1001,2.96,4.35,0,0
30069,1001,0.00,0.00,0,0
30071,1001,4.45,2.83,0,0
30073,1001,5.62,4.12,0,0
30075,1001,5.08,4.57,0,0
30077,1001,2.99,2.69,0,0
30079,1001,1.43,1.43,0,0
30081,1001,4.42,4.39,0,0
30083,1001,4.41,4.08,0,0
30085,1001,4.04,3.12,0,0
30087,1001,4.20,4.38,0,0
30089,1001,4.46,5.22,0,0
30091,1001,0.95,1.42,0,0
30093,1001,3.30,3.55,0,0
30095,1001,2.35,3.14,0,0
30097,1001,1.01,2.27,0,0
30099,1001,4.33,2.88,0,0
30101,1001,5.11,4.47,0,0
30103,1001,1.76,2.35,0,0
30105,1001,2.37,1.82,0,0
30107,1001,2.53,1.90,0,0
30109,1001,1.85,5.56,0,0
30111,1001,3.37,3.46,0,0
31001,1001,2.86,3.40,0,0
31003,1001,3.23,2.64,0,0
31005,1001,3.57,3.57,0,0
31007,1001,6.67,0.00,0,0
31009,1001,2.27,4.55,0,0
31011,1001,2.78,1.01,0,0
31013,1001,2.65,0.00,0,0
31015,1001,0.91,4.55,0,0
31017,1001,2.55,3.83,0,0
31019,1001,3.81,4.48,0,0
31021,1001,5.58,3.72,0,0
31023,1001,3.84,1.92,0,0
31025,1001,3.71,4.02,0,0
31027,1001,1.99,2.35,0,0
31029,1001,3.70,2.69,0,0
31031,1001,6.16,4.33,0,0
31033,1001,3.06,2.99,0,0
31035,1001,2.20,2.64,0,0
31037,1001,2.98,2.81,0,0
31039,1001,3.02,3.93,0,0
31041,1001,2.43,1.76,0,0
31043,1001,4.56,3.47,0,0
31045,1001,1.99,3.65,0,0
31047,1001,4.13,3.67,0,0
31049,1001,3.33,5.00,0,0
31051,1001,2.83,4.96,0,0
31053,1001,3.62,3.54,0,0
31055,1001,4.16,3.99,0,0
31057,1001,1.55,1.55,0,0
31059,1001,2.35,2.06,0,0
31061,1001,1.33,2.67,0,0
31063,1001,2.88,4.17,0,0
31065,1001,3.77,4.91,0,0
31067,1001,2.35,2.91,0,0
31069,1001,0.79,1.57,0,0
31071,1001,0.00,0.00,0,0
31073,1001,2.78,3.70,0,0
31075,1001,0.00,0.00,0,0
31077,1001,2.63,10.53,0,0
31079,1001,3.36,3.01,0,0
31081,1001,3.90,3.42,0,0
31083,1001,5.29,5.82,0,0
31085,1001,5.00,2.50,0,0
31087,1001,2.04,2.04,0,0
31089,1001,4.83,2.49,0,0
31091,1001,0.00,0.00,0,0
31093,1001,3.41,4.95,0,0
31095,1001,5.41,3.73,0,0
31097,1001,5.04,4.68,0,0
31099,1001,2.87,5.73,0,0
31101,1001,2.96,2.96,0,0
31103,1001,1.79,7.14,0,0
31105,1001,3.83,2.98,0,0
31107,1001,4.96,5.89,0,0
31109,1001,4.46,4.25,0,0
31111,1001,3.63,3.68,0,0
31113,1001,4.65,2.33,0,0
31115,1001,10.00,30.00,0,0
31117,1001,0.00,0.00,0,0
31119,1001,5.29,4.35,0,0
31121,1001,2.49,2.91,0,0
31123,1001,4.38,3.25,0,0
31125,1001,3.43,3.43,0,0
31127,1001,3.17,4.33,0,0
31129,1001,2.87,7.47,0,0
31131,1001,3.25,2.78,0,0
31133,1001,2.80,4.67,0,0
31135,1001,1.50,1.87,0,0
31137,1001,3.39,3.25,0,0
31139,1001,3.72,5.39,0,0
31141,1001,2.79,3.09,0,0
31143,1001,2.29,2.29,0,0
31145,1001,3.10,3.60,0,0
31147,1001,4.65,2.93,0,0
31149,1001,3.33,5.00,0,0
31151,1001,4.73,4.82,0,0
31153,1001,4.97,4.00,0,0
31155,1001,5.12,3.77,0,0
31157,1001,3.69,4.24,0,0
31159,1001,3.79,3.85,0,0
31161,1001,3.50,5.41,0,0
31163,1001,6.16,2.74,0,0
31165,1001,4.55,3.98,0,0
31167,1001,3.28,6.01,0,0
31169,1001,2.08,2.08,0,0
31171,1001,0.00,7.27,0,0
31173,1001,2.15,2.34,0,0
31175,1001,1.12,4.85,0,0
31177,1001,4.04,3.99,0,0
31179,1001,3.58,4.94,0,0
31181,1001,2.89,2.25,0,0
31183,1001,5.32,4.26,0,0
31185,1001,2.94,2.68,0,0
32001,1001,2.77,3.26,0,0
32003,1001,4.18,3.44,0,0
32005,1001,3.20,3.88,0,0
32007,1001,3.53,3.64,0,0
32009,1001,3.73,2.83,0,0
32011,1001,2.26,1.88,0,0
32013,1001,2.61,2.67,0,0
32015,1001,2.73,2.42,0,0
32017,1001,3.77,3.65,0,0
32019,1001,4.31,3.92,0,0
32021,1001,2.86,3.57,0,0
32023,1001,4.26,3.21,0,0
32027,1001,2.58,3.69,0,0
32029,1001,5.02,4.18,0,0
32031,1001,3.99,3.74,0,0
32033,1001,3.71,4.00,0,0
33001,1001,5.24,5.31,0,0
33003,1001,3.64,4.43,0,0
33005,1001,4.52,3.98,0,0
33007,1001,3.02,2.84,0,0
33009,1001,5.11,5.06,0,0
33011,1001,4.85,4.46,0,0
33013,1001,4.81,4.47,0,0
33015,1001,4.87,4.78,0,0
33017,1001,5.05,7.43,0,0
33019,1001,4.82,5.08,0,0
34001,1001,5.07,4.45,0,0
34003,1001,6.14,5.42,0,0
34005,1001,5.42,4.50,0,0
34007,1001,5.08,4.34,0,0
34009,1001,4.73,4.73,0,0
34011,1001,4.57,3.64,0,0
34013,1001,5.17,4.54,0,0
34015,1001,5.06,4.47,0,0
34017,1001,5.50,4.99,0,0
34019,1001,6.55,5.88,0,0
34021,1001,5.88,5.40,0,0
34023,1001,5.17,4.55,0,0
34025,1001,5.84,4.92,0,0
34027,1001,5.63,5.22,0,0
34029,1001,5.98,4.96,0,0
34031,1001,5.51,4.64,0,0
34033,1001,4.33,4.38,0,0
34035,1001,5.52,5.14,0,0
34037,1001,6.17,5.44,0,0
34039,1001,5.44,4.97,0,0
34041,1001,6.19,5.51,0,0
35001,1001,4.04,3.76,0,0
35003,1001,3.08,3.08,0,0
35005,1001,2.57,2.89,0,0
35006,1001,3.10,2.02,0,0
35007,1001,2.05,2.15,0,0
35009,1001,2.95,3.07,0,0
35011,1001,6.57,3.65,0,0
35013,1001,3.45,3.34,0,0
35015,1001,3.17,2.98,0,0
35017,1001,4.49,4.12,0,0
35019,1001,4.31,1.96,0,0
35021,1001,1.47,3.66,0,0
35023,1001,2.54,3.59,0,0
35025,1001,3.22,3.18,0,0
35027,1001,1.61,3.03,0,0
35028,1001,0.00,0.00,0,0
35029,1001,4.03,2.56,0,0
35031,1001,3.09,2.81,0,0
35033,1001,4.95,6.59,0,0
35035,1001,3.24,3.10,0,0
35037,1001,2.18,1.69,0,0
35039,1001,2.84,2.56,0,0
35041,1001,2.39,2.39,0,0
35043,1001,4.25,4.14,0,0
35045,1001,2.74,2.16,0,0
35047,1001,3.48,2.34,0,0
35049,1001,4.48,4.10,0,0
35051,1001,3.08,2.68,0,0
35053,1001,2.84,3.68,0,0
35055,1001,3.27,3.27,0,0
35057,1001,3.43,2.29,0,0
35059,1001,5.16,6.59,0,0
35061,1001,3.40,2.77,0,0
36001,1001,4.76,4.61,0,0
36003,1001,5.26,4.49,0,0
36005,1001,5.23,4.24,0,0
36007,1001,4.43,4.57,0,0
36009,1001,4.74,4.38,0,0
36011,1001,3.80,4.03,0,0
36013,1001,3.90,4.07,0,0
36015,1001,3.82,3.95,0,0
36017,1001,3.86,4.10,0,0
36019,1001,4.33,4.19,0,0
36021,1001,5.00,5.08,0,0
36023,1001,4.18,4.27,0,0
36025,1001,4.67,3.78,0,0
36027,1001,5.48,5.31,0,0
36029,1001,4.27,4.16,0,0
36031,1001,5.37,4.79,0,0
36033,1001,3.74,3.98,0,0
36035,1001,4.77,3.76,0,0
36037,1001,4.35,3.82,0,0
36039,1001,3.44,4.17,0,0
36041,1001,3.69,3.28,0,0
36043,1001,4.09,4.42,0,0
36045,1001,3.03,3.19,0,0
36047,1001,5.88,5.56,0,0
36049,1001,2.29,3.67,0,0
36051,1001,4.29,5.26,0,0
36053,1001,4.67,4.67,0,0
36055,1001,4.33,4.12,0,0
36057,1001,3.82,3.24,0,0
36059,1001,6.89,6.09,0,0
36061,1001,5.19,4.81,0,0
36063,1001,4.23,3.72,0,0
36065,1001,4.16,4.20,0,0
36067,1001,4.81,4.69,0,0
36069,1001,3.94,3.89,0,0
36071,1001,5.11,4.72,0,0
36073,1001,3.61,3.76,0,0
36075,1001,3.94,4.43,0,0
36077,1001,4.81,4.52,0,0
36079,1001,6.15,5.94,0,0
36081,1001,5.52,4.85,0,0
36083,1001,4.70,4.32,0,0
36085,1001,4.48,3.83,0,0
36087,1001,5.94,5.72,0,0
36089,1001,3.80,4.18,0,0
36091,1001,4.58,4.72,0,0
36093,1001,4.99,5.13,0,0
36095,1001,4.78,4.14,0,0
36097,1001,5.11,5.19,0,0
36099,1001,3.49,3.61,0,0
36101,1001,3.28,3.34,0,0
36103,1001,5.98,5.31,0,0
36105,1001,4.14,4.51,0,0
36107,1001,4.72,4.39,0,0
36109,1001,5.40,5.46,0,0
36111,1001,5.83,5.02,0,0
36113,1001,4.44,3.62,0,0
36115,1001,4.06,3.91,0,0
36117,1001,3.17,3.45,0,0
36119,1001,5.97,5.60,0,0
36121,1001,3.03,3.53,0,0
36123,1001,3.86,3.69,0,0
37001,1001,4.84,4.96,0,0
37003,1001,3.65,3.57,0,0
37005,1001,3.54,2.50,0,0
37007,1001,2.95,2.34,0,0
37009,1001,4.14,4.06,0,0
37011,1001,6.11,4.54,0,0
37013,1001,3.40,3.29,0,0
37015,1001,3.92,3.00,0,0
37017,1001,5.76,3.14,0,0
37019,1001,3.77,3.39,0,0
37021,1001,5.20,5.40,0,0
37023,1001,4.66,4.57,0,0
37025,1001,4.52,4.19,0,0
37027,1001,4.37,3.80,0,0
37029,1001,4.41,3.90,0,0
37031,1001,3.90,4.57,0,0
37033,1001,3.14,2.09,0,0
37035,1001,4.25,3.81,0,0
37037,1001,5.89,6.16,0,0
37039,1001,4.06,3.56,0,0
37041,1001,3.07,2.94,0,0
37043,1001,6.73,4.77,0,0
37045,1001,4.22,3.04,0,0
37047,1001,3.57,2.89,0,0
37049,1001,3.94,4.36,0,0
37051,1001,3.52,3.44,0,0
37053,1001,3.58,3.67,0,0
37055,1001,3.33,4.55,0,0
37057,1001,4.36,4.29,0,0
37059,1001,4.51,4.49,0,0
37061,1001,4.52,3.43,0,0
37063,1001,5.07,5.19,0,0
37065,1001,3.40,3.30,0,0
37067,1001,4.55,4.30,0,0
37069,1001,4.31,4.42,0,0
37071,1001,3.78,3.65,0,0
37073,1001,3.35,3.97,0,0
37075,1001,6.16,3.20,0,0
37077,1001,3.93,3.27,0,0
37079,1001,7.47,4.78,0,0
37081,1001,4.56,4.13,0,0
37083,1001,3.23,2.87,0,0
37085,1001,4.64,5.26,0,0
37087,1001,4.82,3.87,0,0
37089,1001,4.55,4.57,0,0
37091,1001,4.14,3.20,0,0
37093,1001,4.62,3.87,0,0
37095,1001,8.35,5.97,0,0
37097,1001,4.45,4.16,0,0
37099,1001,4.94,4.45,0,0
37101,1001,4.45,4.38,0,0
37103,1001,2.78,3.80,0,0
37105,1001,5.62,3.52,0,0
37107,1001,4.34,3.12,0,0
37109,1001,4.45,4.36,0,0
37111,1001,5.12,3.29,0,0
37113,1001,5.38,4.21,0,0
37115,1001,5.23,3.59,0,0
37117,1001,4.04,3.35,0,0
37119,1001,4.15,3.89,0,0
37121,1001,2.94,3.38,0,0
37123,1001,4.19,2.78,0,0
37125,1001,5.13,4.22,0,0
37127,1001,3.60,3.06,0,0
37129,1001,4.57,4.59,0,0
37131,1001,3.96,2.11,0,0
37133,1001,3.44,3.75,0,0
37135,1001,6.79,7.04,0,0
37137,1001,4.45,3.77,0,0
37139,1001,4.47,3.88,0,0
37141,1001,5.14,4.46,0,0
37143,1001,4.91,3.43,0,0
37145,1001,3.06,3.94,0,0
37147,1001,4.17,3.82,0,0
37149,1001,5.30,4.59,0,0
37151,1001,4.41,4.26,0,0
37153,1001,3.90,3.18,0,0
37155,1001,3.54,3.31,0,0
37157,1001,4.47,3.60,0,0
37159,1001,3.26,3.30,0,0
37161,1001,4.19,3.95,0,0
37163,1001,4.91,3.87,0,0
37165,1001,4.04,3.13,0,0
37167,1001,3.58,3.20,0,0
37169,1001,5.02,3.57,0,0
37171,1001,4.53,3.98,0,0
37173,1001,5.26,3.24,0,0
37175,1001,4.51,5.31,0,0
37177,1001,4.11,5.48,0,0
37179,1001,5.11,4.58,0,0
37181,1001,2.96,2.31,0,0
37183,1001,4.63,5.17,0,0
37185,1001,4.69,2.02,0,0
37187,1001,3.93,2.72,0,0
37189,1001,7.24,5.79,0,0
37191,1001,4.32,3.62,0,0
37193,1001,3.74,4.29,0,0
37195,1001,3.25,3.48,0,0
37197,1001,4.45,4.01,0,0
37199,1001,2.75,2.52,0,0
38001,1001,2.72,1.63,0,0
38003,1001,4.11,4.00,0,0
38005,1001,3.22,4.02,0,0
38007,1001,4.69,3.81,0,0
38009,1001,2.87,2.35,0,0
38011,1001,1.28,1.28,0,0
38013,1001,1.27,1.27,0,0
38015,1001,3.70,3.48,0,0
38017,1001,4.35,4.33,0,0
38019,1001,6.10,6.44,0,0
38021,1001,3.30,3.30,0,0
38023,1001,5.88,3.68,0,0
38025,1001,4.38,9.36,0,0
38027,1001,2.22,2.22,0,0
38029,1001,3.21,3.99,0,0
38031,1001,5.92,3.14,0,0
38033,1001,0.96,1.92,0,0
38035,1001,4.79,4.26,0,0
38037,1001,9.80,23.53,0,0
38039,1001,4.82,2.41,0,0
38041,1001,2.38,1.79,0,0
38043,1001,5.56,4.44,0,0
38045,1001,6.39,2.74,0,0
38047,1001,3.37,4.49,0,0
38049,1001,3.86,3.94,0,0
38051,1001,1.02,5.10,0,0
38053,1001,3.99,3.17,0,0
38055,1001,3.46,4.57,0,0
38057,1001,2.98,3.68,0,0
38059,1001,3.83,2.82,0,0
38061,1001,2.51,2.51,0,0
38063,1001,2.90,5.31,0,0
38065,1001,5.49,13.19,0,0
38067,1001,5.67,2.99,0,0
38069,1001,3.32,4.32,0,0
38071,1001,3.46,3.74,0,0
38073,1001,2.11,1.40,0,0
38075,1001,0.00,3.96,0,0
38077,1001,2.99,3.22,0,0
38079,1001,2.22,2.44,0,0
38081,1001,3.07,3.63,0,0
38083,1001,6.67,3.33,0,0
38085,1001,2.49,1.66,0,0
38087,1001,0.00,0.00,0,0
38089,1001,3.90,4.12,0,0
38091,1001,5.88,3.92,0,0
38093,1001,3.54,3.74,0,0
38095,1001,1.01,4.04,0,0
38097,1001,2.94,1.47,0,0
38099,1001,3.57,3.57,0,0
38101,1001,3.24,3.53,0,0
38103,1001,4.98,4.63,0,0
38105,1001,2.68,3.46,0,0
39001,1001,5.08,2.78,0,0
39003,1001,3.51,4.15,0,0
39005,1001,3.85,4.06,0,0
39007,1001,3.20,3.05,0,0
39009,1001,5.85,5.66,0,0
39011,1001,4.54,4.54,0,0
39013,1001,5.38,4.90,0,0
39015,1001,3.08,3.30,0,0
39017,1001,4.89,4.87,0,0
39019,1001,3.63,3.07,0,0
39021,1001,4.67,5.26,0,0
39023,1001,4.65,3.70,0,0
39025,1001,5.14,5.22,0,0
39027,1001,3.63,3.55,0,0
39029,1001,3.89,3.67,0,0
39031,1001,2.83,3.46,0,0
39033,1001,3.29,3.52,0,0
39035,1001,4.51,4.24,0,0
39037,1001,3.40,3.35,0,0
39039,1001,4.52,3.81,0,0
39041,1001,4.69,4.91,0,0
39043,1001,4.30,3.98,0,0
39045,1001,4.63,4.27,0,0
39047,1001,4.21,3.69,0,0
39049,1001,4.77,4.52,0,0
39051,1001,4.59,4.43,0,0
39053,1001,4.71,4.03,0,0
39055,1001,4.20,4.42,0,0
39057,1001,4.53,4.47,0,0
39059,1001,5.01,3.46,0,0
39061,1001,4.54,4.56,0,0
39063,1001,3.38,4.22,0,0
39065,1001,3.75,3.55,0,0
39067,1001,2.94,2.00,0,0
39069,1001,4.62,4.62,0,0
39071,1001,4.80,3.89,0,0
39073,1001,3.76,4.16,0,0
39075,1001,4.35,4.93,0,0
39077,1001,3.97,4.29,0,0
39079,1001,3.44,3.16,0,0
39081,1001,4.03,4.74,0,0
39083,1001,5.23,4.99,0,0
39085,1001,4.84,4.47,0,0
39087,1001,5.79,4.66,0,0
39089,1001,4.39,4.29,0,0
39091,1001,3.85,4.02,0,0
39093,1001,4.46,4.13,0,0
39095,1001,4.62,4.47,0,0
39097,1001,4.74,4.29,0,0
39099,1001,5.00,4.57,0,0
39101,1001,3.80,3.93,0,0
39103,1001,5.19,4.84,0,0
39105,1001,3.08,2.71,0,0
39107,1001,4.69,3.59,0,0
39109,1001,4.30,4.20,0,0
39111,1001,3.08,3.72,0,0
39113,1001,4.56,4.49,0,0
39115,1001,3.08,3.08,0,0
39117,1001,4.28,4.14,0,0
39119,1001,3.44,3.60,0,0
39121,1001,2.50,2.96,0,0
39123,1001,4.50,4.62,0,0
39125,1001,4.05,3.82,0,0
39127,1001,3.46,3.60,0,0
39129,1001,4.07,3.78,0,0
39131,1001,4.10,4.90,0,0
39133,1001,4.39,4.70,0,0
39135,1001,3.61,4.20,0,0
39137,1001,4.45,4.45,0,0
39139,1001,3.88,3.72,0,0
39141,1001,4.13,3.88,0,0
39143,1001,4.31,4.07,0,0
39145,1001,4.65,4.00,0,0
39147,1001,4.43,3.64,0,0
39149,1001,3.53,3.73,0,0
39151,1001,4.63,4.07,0,0
39153,1001,4.59,4.39,0,0
39155,1001,4.81,4.55,0,0
39157,1001,5.49,4.26,0,0
39159,1001,3.50,3.84,0,0
39161,1001,3.01,3.01,0,0
39163,1001,3.42,3.89,0,0
39165,1001,5.14,4.86,0,0
39167,1001,5.21,3.95,0,0
39169,1001,4.79,4.82,0,0
39171,1001,5.16,3.98,0,0
39173,1001,5.06,4.70,0,0
39175,1001,6.59,4.76,0,0
40001,1001,2.22,2.74,0,0
40003,1001,5.16,2.35,0,0
40005,1001,2.05,2.60,0,0
40007,1001,6.55,3.42,0,0
40009,1001,3.35,2.90,0,0
40011,1001,4.49,4.49,0,0
40013,1001,2.86,2.78,0,0
40015,1001,4.77,2.32,0,0
40017,1001,5.46,4.29,0,0
40019,1001,2.74,3.19,0,0
40021,1001,3.92,3.78,0,0
40023,1001,2.48,3.31,0,0
40025,1001,2.67,3.33,0,0
40027,1001,4.58,4.53,0,0
40029,1001,2.70,2.25,0,0
40031,1001,3.75,3.28,0,0
40033,1001,2.75,3.50,0,0
40035,1001,3.43,2.48,0,0
40037,1001,3.76,3.81,0,0
40039,1001,4.46,3.82,0,0
40041,1001,3.31,3.57,0,0
40043,1001,2.18,3.64,0,0
40045,1001,5.67,5.67,0,0
40047,1001,3.56,3.96,0,0
40049,1001,3.43,3.37,0,0
40051,1001,3.75,3.93,0,0
40053,1001,6.90,2.46,0,0
40055,1001,2.44,1.74,0,0
40057,1001,1.75,1.75,0,0
40059,1001,1.54,4.62,0,0
40061,1001,2.68,3.83,0,0
40063,1001,5.73,4.07,0,0
40065,1001,4.97,5.60,0,0
40067,1001,0.00,2.88,0,0
40069,1001,4.44,4.11,0,0
40071,1001,3.49,2.83,0,0
40073,1001,3.77,4.24,0,0
40075,1001,3.03,2.56,0,0
40077,1001,2.31,3.18,0,0
40079,1001,3.47,3.86,0,0
40081,1001,3.37,3.12,0,0
40083,1001,4.64,3.85,0,0
40085,1001,3.53,3.01,0,0
40087,1001,4.64,5.28,0,0
40089,1001,4.97,3.29,0,0
40091,1001,4.64,4.86,0,0
40093,1001,5.79,3.22,0,0
40095,1001,3.38,2.84,0,0
40097,1001,3.75,3.23,0,0
40099,1001,3.22,3.70,0,0
40101,1001,3.98,3.98,0,0
40103,1001,4.09,2.37,0,0
40105,1001,1.75,2.75,0,0
40107,1001,4.73,4.48,0,0
40109,1001,3.73,3.73,0,0
40111,1001,2.82,3.00,0,0
40113,1001,3.66,3.68,0,0
40115,1001,2.57,3.34,0,0
40117,1001,2.74,2.51,0,0
40119,1001,4.46,4.32,0,0
40121,1001,3.28,3.24,0,0
40123,1001,3.85,3.19,0,0
40125,1001,3.70,2.88,0,0
40127,1001,4.46,3.47,0,0
40129,1001,3.17,1.98,0,0
40131,1001,3.68,4.19,0,0
40133,1001,3.19,2.85,0,0
40135,1001,2.81,2.98,0,0
40137,1001,2.76,4.06,0,0
40139,1001,4.64,2.77,0,0
40141,1001,2.26,3.11,0,0
40143,1001,4.00,3.91,0,0
40145,1001,3.62,3.57,0,0
40147,1001,3.92,3.78,0,0
40149,1001,3.92,3.70,0,0
40151,1001,2.49,2.62,0,0
40153,1001,3.75,3.08,0,0
41001,1001,4.70,3.59,0,0
41003,1001,4.45,4.24,0,0
41005,1001,4.48,4.24,0,0
41007,1001,4.15,3.59,0,0
41009,1001,6.26,4.87,0,0
41011,1001,3.69,2.99,0,0
41013,1001,4.03,3.04,0,0
41015,1001,5.55,4.08,0,0
41017,1001,3.94,3.63,0,0
41019,1001,2.96,3.02,0,0
41021,1001,2.52,3.14,0,0
41023,1001,2.32,3.48,0,0
41025,1001,2.08,2.34,0,0
41027,1001,3.76,3.16,0,0
41029,1001,3.89,3.83,0,0
41031,1001,3.42,2.77,0,0
41033,1001,3.64,2.80,0,0
41035,1001,2.75,2.84,0,0
41037,1001,7.23,2.61,0,0
41039,1001,4.34,4.24,0,0
41041,1001,4.22,3.39,0,0
41043,1001,3.53,3.10,0,0
41045,1001,1.90,4.21,0,0
41047,1001,3.72,3.30,0,0
41049,1001,0.37,0.36,0,0
41051,1001,4.96,4.57,0,0
41053,1001,3.59,3.31,0,0
41055,1001,5.45,5.94,0,0
41057,1001,3.54,3.58,0,0
41059,1001,3.51,2.68,0,0
41061,1001,2.98,3.19,0,0
41063,1001,5.18,5.18,0,0
41065,1001,3.61,3.87,0,0
41067,1001,4.47,4.13,0,0
41069,1001,3.30,2.20,0,0
41071,1001,4.30,3.83,0,0
42001,1001,6.52,5.11,0,0
42003,1001,5.44,5.17,0,0
42005,1001,4.15,5.08,0,0
42007,1001,5.15,4.83,0,0
42009,1001,5.46,6.06,0,0
42011,1001,4.66,4.60,0,0
42013,1001,4.05,4.33,0,0
42015,1001,5.13,3.80,0,0
42017,1001,5.69,5.82,0,0
42019,1001,4.94,5.11,0,0
42021,1001,4.73,4.26,0,0
42023,1001,3.07,3.07,0,0
42025,1001,4.82,3.94,0,0
42027,1001,5.27,5.13,0,0
42029,1001,6.11,5.45,0,0
42031,1001,5.15,5.43,0,0
42033,1001,4.99,3.93,0,0
42035,1001,3.80,4.33,0,0
42037,1001,5.98,4.09,0,0
42039,1001,4.12,5.15,0,0
42041,1001,4.64,4.53,0,0
42043,1001,4.73,4.74,0,0
42045,1001,5.53,5.16,0,0
42047,1001,4.65,4.39,0,0
42049,1001,4.11,3.96,0,0
42051,1001,5.09,5.09,0,0
42053,1001,11.90,4.42,0,0
42055,1001,5.04,4.62,0,0
42057,1001,3.43,7.29,0,0
42059,1001,5.14,5.40,0,0
42061,1001,3.84,4.44,0,0
42063,1001,4.63,4.89,0,0
42065,1001,5.15,4.78,0,0
42067,1001,4.01,4.01,0,0
42069,1001,5.47,5.11,0,0
42071,1001,6.39,4.61,0,0
42073,1001,4.75,5.11,0,0
42075,1001,5.30,4.02,0,0
42077,1001,5.30,4.84,0,0
42079,1001,4.13,4.24,0,0
42081,1001,4.94,4.47,0,0
42083,1001,3.44,3.65,0,0
42085,1001,5.74,5.22,0,0
42087,1001,3.63,4.55,0,0
42089,1001,4.84,4.65,0,0
42091,1001,5.65,5.35,0,0
42093,1001,4.58,4.54,0,0
42095,1001,5.14,4.61,0,0
42097,1001,4.32,3.72,0,0
42099,1001,4.04,3.62,0,0
42101,1001,5.03,4.40,0,0
42103,1001,6.08,5.33,0,0
42105,1001,4.08,3.77,0,0
42107,1001,5.18,3.88,0,0
42109,1001,5.58,4.35,0,0
42111,1001,4.69,5.30,0,0
42113,1001,8.75,8.44,0,0
42115,1001,3.18,3.18,0,0
42117,1001,3.18,3.58,0,0
42119,1001,7.96,7.09,0,0
42121,1001,4.58,4.14,0,0
42123,1001,3.48,4.29,0,0
42125,1001,5.65,5.33,0,0
42127,1001,3.25,3.74,0,0
42129,1001,5.37,4.91,0,0
42131,1001,3.57,3.20,0,0
42133,1001,5.00,4.61,0,0
44001,1001,4.87,5.40,0,0
44003,1001,5.06,4.47,0,0
44005,1001,5.34,4.50,0,0
44007,1001,5.07,4.33,0,0
44009,1001,5.36,4.97,0,0
45001,1001,3.05,3.73,0,0
45003,1001,3.65,3.45,0,0
45005,1001,2.17,2.17,0,0
45007,1001,4.01,3.61,0,0
